"user_id","password","pwned"
"sipho.nkosi@edu.org.za","leadingschool","True"
"snkosi","LeadingSchool!Principal#23","False"
"emeka.okoro.it@gmail.com","networkpro","True"
"eokoro","NetworkPro$AdminSecure_23","False"
"anya.sharma@email.com","yogaqueen","True"
"asharma1","YogaQueen!2023","False"
"carlos.rivera@mail.mx","futbolfan","True"
"crivera2","FutbolFan#10_CR","False"
"emily.c@mymail.com","bookworm","True"
"echen3","BookWorm$Reads!24","False"
"kenji.t@jpmail.net","sushiroll","True"
"ktanaka4","SushiRoll@Kyoto01","False"
"fatima.a@arabmail.ae","desertrose","True"
"falfarsi5","DesertRose!DXB2023","False"
"liam.o@ireland.ie","greenfields","True"
"loconnell6","GreenFields#Eire!7","False"
"sofia.p@ru.net","balletfan","True"
"spetrova7","BalletFan$SwanLake!23","False"
"davem@aussie.com","surfboard","True"
"dmiller8","SurfBoard!Waves007","False"
"chloe.d@france.fr","parisjetaime","True"
"cdubois9","ParisJeTaime!2024","False"
"wei.lin@cnmail.com","dragonheart","True"
"wlin10","DragonHeart#CN_eComm","False"
"maria.g@spain.es","flamencoqueen","False"
"mgonzalez11","FlamencoQueen!Madrid_23","False"
"jamal.a@africa.net","naijaboy","True"
"jadebayo12","NaijaBoy!Lagos#2023","False"
"isabella.r@italy.it","gelatolover","True"
"irossi13","GelatoLover!Roma_FW24","False"
"noah.s@germany.de","beerfest","True"
"nschmidt15","BeerFest!Munich_24","False"
"olivia.w@ukmail.co.uk","londonlife","True"
"owilson16","LondonLife!HR_2023","False"
"pedro.c@brazil.br","sambaheart","False"
"pcosta17","SambaHeart#Rio!IT_23","False"
"anya.i@ukrmail.net","sunflower","True"
"aivanova18","Sunflower!Kyiv#2024","False"
"raj.p@indian.net","spicelover","True"
"rpatel19","SpiceLover!Mumbai_Deli","False"
"sarah.j@usamail.com","catmom","True"
"sjohnson20","CatMom!Fluffy@Returns","False"
"hassan.a@egypt.com","pyramidpower","True"
"hali21","PyramidPower!Cairo#Sales","False"
"lena.h@norway.no","fjordexplorer","False"
"lhansen22","FjordExplorer!Oslo_Shift","False"
"mateo.p@argentina.com","tangoheart","True"
"mperez23","TangoHeart!BuenosAires#RC","False"
"chloe.w@canada.ca","mapleleafs","True"
"cwong24","MapleLeafs!Tor_VM23","False"
"ben.g@mail.com","gamerlife","True"
"bgarcia25","GamerLife!Online#EC2023","False"
"svetlana.pharma@gmail.com","HealthyLife","True"
"sivanova","HealthyLife!Rx_2024","False"
"miguel.santos.csr@yahoo.com","HappyCustomer","False"
"msantos","HappyCustomer!CSR#23","False"
"jamal.supply.chain@outlook.com","LogisticsPro","False"
"jwilliams","LogisticsPro!Supply_24","False"
"robert.it.retail@protonmail.com","FixMyPC","False"
"rdavis","FixMyPC!IT_HelpDesk!","False"
"michelle.online.cs@protonmail.com","ChatSupport","False"
"mwong","ChatSupport!OnlineCS@24","False"
"david.chen@email.com","codingNinja","False"
"dchen789","UniCS@CodingNinja!789","False"
"maria.rodriguez@email.com","bookworm23","True"
"mrodriguez101","Library!Bookworm23$$","False"
"kenji.tanaka@email.com","scienceluv","True"
"ktanaka456","ChemLab!ScienceLuv99*","False"
"sarah.oconnell@email.com","myirishdog","False"
"soconnell741","Advisor@MyIrishDog!2024","False"
"jamal.alfarsi@email.com","techgeek77","True"
"jalfarsi852","ITSupport#TechGeek77!!","False"
"emily.white@email.com","kidzfirst","True"
"ewhite963","Principal!KidzFirst@123","False"
"ricardo.silva@email.com","naturewalks","True"
"rsilva159","BioResearch!NatureWalks900!","False"
"fatima.zahra@email.com","welcomehome","True"
"fzahra268","Admissions@WelcomeHome!2023","False"
"ben.carter@email.com","cleanfreak","True"
"bcarter370","Custodian#CleanFreak789*","False"
"chloe.dubois@email.com","paintBrush","True"
"cdubois481","ArtClass!PaintBrush_2024!","False"
"hiroshi.sato@email.com","myfamily","True"
"hsato592","Dean@MyFamily!CampusLife#","False"
"isabella.rossi@email.com","pianolover","True"
"irossi603","MusicDept!PianoLover_2023$","False"
"samuel.green@email.com","goteamgo","True"
"sgreen714","Athletics#GoTeamGo!Win2024","False"
"li.wei@email.com","travelbug","True"
"lwei825","GlobalEdu!TravelBug@123##","False"
"olivia.miller@email.com","myangelbaby","True"
"omiller936","SpEd!MyAngelBaby_2023*","False"
"arjun.singh@email.com","recordskeeper","False"
"asingh047","Registrar@RecordsKeeper!999","False"
"sophie.martin@email.com","safecampus","False"
"smartin158","Security!SafeCampus#Alert24","False"
"carlos.garcia@email.com","carlover","True"
"cgarcia269","Vocational!CarLover$$2023","False"
"hannah.kim@email.com","fundmyproject","False"
"hkim370","Grants@FundMyProject!2024#","False"
"patrick.omalley@email.com","listencare","False"
"pomalley481","Counselor!ListenCare_101!","False"
"elena.petrova@email.com","russiandance","True"
"epetrova592","Language!RussianDance_2023*","False"
"michael.brown@email.com","moneysaver","True"
"mbrown603","FinancialAid@MoneySaver!$$$","False"
"priya.devi@email.com","playtimefun","False"
"pdevi714","ECE!PlayTimeFun#2024!","False"
"julian.walker@email.com","futureleaders","True"
"jwalker825","AdmissionsDir@FutureLeaders!2025#","False"
"maria.garcia@gmail.com","flamencodancer","True"
"mgarcia1002","Fl@m3nc0Danc3r_!","False"
"kenji.tanaka@outlook.com","sushirolls","True"
"ktanaka1003","Sush1R0lls_#24","False"
"aisha.khan@yahoo.com","mycatwhiskers","False"
"akhan1004","MyC@tWhisk3rs_!!","False"
"luca.rossi@protonmail.com","pizzalover","True"
"lrossi1005","Pizz@L0v3r_2023!","False"
"sophie.dubois@mail.com","bookworm","True"
"sdubois1006","B00kW0rm_L!br@ry","False"
"david.kim@gmail.com","stargazer","True"
"dkim1007","St@rg@z3r_Rsch!","False"
"elena.petrova@outlook.com","paintbrushes","True"
"epetrov1008","P@intBrush3s_23","False"
"samuel.johnson@yahoo.com","golfswing","True"
"sjohns1009","G0lfSw!ng_D3an_!","False"
"chloe.miller@protonmail.com","travelbug","True"
"cmiller1010","Tr@v3lBvg_Adm!ss","False"
"omar.hassan@mail.com","handyman","True"
"ohassan1011","H@ndyM@n_F@c_!23","False"
"isabella.costa@gmail.com","rainbows","True"
"icosta1012","R@inB0ws_K!nd3r","False"
"patrick.oconnell@outlook.com","irishpride","True"
"poconn1013","!r!shPr!d3_C0uns","False"
"lena.schmidt@yahoo.com","molecules","True"
"lschmid1014","M0l3cul3s_Ch3m!","False"
"rui.chen@protonmail.com","teatime","True"
"rchen1015","T3aT!m3_ESL_2024","False"
"victoria.nunez@mail.com","dataqueen","True"
"vnunez1016","D@t@Qu33n_R3g!","False"
"mark.thompson@gmail.com","spacefan","True"
"mthomp1017","Sp@c3F@n_Phy$ics","False"
"priya.sharma@outlook.com","kindheart","True"
"psharm1018","K!ndH3@rt_SpEd_!","False"
"antonio.morales@yahoo.com","sportylife","False"
"amorales1019","Sp0rtyL!f3_AD_23!","False"
"emily.white@protonmail.com","learnmore","True"
"ewhite1020","L3@rnM0r3_Curr!c","False"
"hiroshi.sato@mail.com","ancienthistory","True"
"hsato1021","Anc!entH!st0ry_L!","False"
"jessica.lee@gmail.com","mindfulmoments","True"
"jlee1022","M!ndfulM0m3nts_Psyc","False"
"ben.carter@outlook.com","leadership","True"
"bcarter1023","L3@d3rsh!p_Pr!nc!p","False"
"fatima.zahra@yahoo.com","gardenlover","True"
"fzahra1024","G@rd3nL0v3r_T@_24!","False"
"robert.green@protonmail.com","musicnotes","True"
"rgreen1025","Mvs!cN0t3s_T3@ch!","False"
"max.m@outlook.de","goteamgo","True"
"mmuller","GoTeamGo!CoachSport","False"
"sarah.j@gmail.com","everychild","True"
"sjones","EveryChild!SpecialEd","False"
"jl.martin@univ.fr","campuscare","True"
"jlmartin","CampusCare!Facilities","False"
"kai.li@mail.cn","littlestars","True"
"kli","LittleStars!Principal","False"
"m.rodriguez.coder@yahoo.com","Familia1990","True"
"MRod","Familia1990@MedCodeSys!","False"
"kenji.tanaka.rx@gmail.com","SushiLover","True"
"KTan","SushiLover!RxJapan24#","False"
"sarah.j.admin@protonmail.com","MyKidsRule","False"
"SJohn","MyKidsRule!AdminSecure99","False"
"omar.hassan.er@hotmail.com","FootballKing","True"
"OHass","FootballKing!ERMedics2024","False"
"chloe.pt@gmail.com","ParisDream","False"
"CDub","ParisDream!PhysioCare#1","False"
"raj.gupta.tech@outlook.com","TechGeek85","False"
"RGupt","TechGeek85!HospitalIT@24","False"
"emily.healthy@yahoo.com","GreenLife","True"
"EWhit","GreenLife!Nutrition#2024","False"
"liam.lab@gmail.com","IrishPride","True"
"LConn","IrishPride!LabSecure$1","False"
"sofia.anesthesia@protonmail.com","SnowQueen","True"
"SPetr","SnowQueen!AnesMedics24#","False"
"dr.m.lee@outlook.com","GolfPro72","True"
"MLee","GolfPro72!SurgeryWard$","False"
"carlos.bioeng@yahoo.com","RobotLover","False"
"CSant","RobotLover!BioMedTech@","False"
"olivia.clinic@gmail.com","SunshineDay","True"
"OBrow","SunshineDay!ClinicFrontDesk24","False"
"ben.paramedic@hotmail.com","FastRescue","False"
"BCart","FastRescue!EMSUnit#77","False"
"dr.isabella.eye@outlook.com","ClearVision","True"
"IRoss","ClearVision!EyeClinic$24","False"
"lena.geriatric@protonmail.com","GrandCare","False"
"LMull","GrandCare!ElderlyWard#","False"
"julian.ortho@yahoo.com","StrongBones","True"
"JDav","StrongBones!OrthoDept24$","False"
"priyanka.data@gmail.com","DataNinja","True"
"PSing","DataNinja!HealthAnalytics@2024","False"
"antonio.security@outlook.com","SecureGuard","False"
"ACost","SecureGuard!HospitalPatrol#7","False"
"evelyn.biller@gmail.com","MoneyFlows","True"
"EHaye","MoneyFlows!BillingDept@2024","False"
"nora.ma@yahoo.com","HelpingHands","True"
"NSchm","HelpingHands!MedAssist2024$","False"
"mariag@webmail.net","familyfirst","True"
"m.garcia","FamilyFirst!Admin2024","False"
"kevinwong@mail.ca","goodlistener","True"
"kwong","GoodListener!CounselorS","False"
"eva.m@email.de","futurestudents","False"
"emuller","FutureStudents!AdmissUni24","False"
"pavel.v@mail.ru","champions2024","True"
"pvolkov","Champions2024!CoachUni","False"
"sarah.w@email.co","learnsomething","True"
"swhite","LearnSomething!CurricDev","False"
"dave.sparky@hotmail.com","greenireland","True"
"doconnell","Gr33n!rel@nd!","False"
"lars.n.operator@gmail.com","vikingsfan","True"
"lnilsson","V!k!ngsF@n#SW","False"
"daniel.hvac@web.de","oktoberfest","True"
"dmueller","0kt0berF3st!2024","False"
"ricardo.g.labor@gmail.com","sunnybeach","True"
"rgomez","SunnyB3ach#LA","False"
"maya.garden@yahoo.in","bloominggarden","True"
"mdevi","Bl00m!ngG@rd3n!","False"
"chloe.anesth@yahoo.fr","parisienne","True"
"cmartin","Parisi3nne!Anesth24","False"
"lena.geriatric@gmx.de","gardenlove","True"
"lmueller","GardenL0ve#Care2024","False"
"carlos.dentist@gmail.com","fishingfan","True"
"clopez","F!shingF@nDentistry","False"
"omar.gp@outlook.com","deserttrek","True"
"osharif","DesertTrek#GPRACTICE","False"
"hans.bioeng@web.de","mountainhiker","True"
"hschmidt","M0unta!nHiker#BioMed","False"
"sofia.psych@gmail.com","artlover","True"
"sbellini","ArtL0ver!MindCare24","False"
"anyasharma.np@gmail.com","sunshinekids","True"
"asharma_peds","Sunsh!neK!ds2024","False"
"moconnell.admin@outlook.com","golfswing18","True"
"moconnell","G0lfSw!ng18#Hosp","False"
"isabella.r@protonmail.com","catloverbella","False"
"irossi_coder","C@tL0v3rB3ll@_MC!","False"
"kenji.tanaka.rad@yahoo.com","sushirolls88","True"
"ktanaka_rad","Sush!R0lls88$$","False"
"fatima.zahra.rx@gmail.com","desertrose7","True"
"fzahra_pharma","D3s3rtR0s3_7!","False"
"carlos.rivera.ma@outlook.com","soccerfanatic","True"
"crivera_ma","S0cc3rF@nat!c#24","False"
"emily.chen.lab@gmail.com","sciencegeek","True"
"echen_lab","Sc!enceG33k_Lab!","False"
"david.s.it@protonmail.com","techguy85","True"
"dsingh_it","T3chGuy85!!Sys","False"
"sofia.pt@yahoo.com","yogalover","True"
"spetrov_pt","Y0gaL0v3r_PT#","False"
"bcarter.md@gmail.com","scalpelmaster","False"
"bcarter_surg","Sc@lp3lM@st3r!23","False"
"lena.hansen.rd@outlook.com","healthyfood","True"
"lhansen_diet","H3@lthyF00d_RD!","False"
"javier.morales.emt@gmail.com","fastresponse","True"
"jmorales_emt","F@stR3sp0nse!!911","False"
"chloe.wong.mrc@yahoo.com","bookworm22","True"
"cwong_mrc","B00kW0rm22_MR!","False"
"oliver.davies.bio@protonmail.com","gadgetlover","True"
"odavies_bio","G@dg3tL0v3r_BME!","False"
"aisha.khan.gp@gmail.com","familycare","True"
"akhan_gp","F@m!lyC@re_GP#","False"
"liam.m.anes@outlook.com","sleepytime","True"
"lmurphy_anes","Sl33pyT!me!MD24","False"
"yuki.sato.dh@gmail.com","cleanteeth","True"
"ysato_dh","Cl3@nT33th_DH!","False"
"maria.g.sw@yahoo.com","helpinghands","True"
"mgarcia_sw","H3lp!ngH@nds_SW#","False"
"stefan.m.res@protonmail.com","discovertruth","False"
"smuller_res","D!sc0v3rTruth_R!","False"
"priya.patel.od@gmail.com","clearsight","True"
"ppatel_od","Cl3@rS!ght_OD#","False"
"robert.j.sec@outlook.com","nightwatch","True"
"rjohnson_sec","N!ghtW@tch_Hosp!","False"
"sophie.d.slp@gmail.com","speakwell","True"
"sdubois_slp","Sp3@kW3ll_SLP#","False"
"hiroshi.n.tech@yahoo.com","fixitguy","True"
"hnakamura_met","F!x!tGuy_MET!24","False"
"elena.v.pc@protonmail.com","organizenow","True"
"evolkov_pc","0rg@n!z3N0w_PC!","False"
"samuel.lee.er@gmail.com","emergencydoc","True"
"slee_er","Em3rg3ncyD0c_ER#","False"
"oliver.s@gmx.de","stoneheart","True"
"oschmidt","Stoneheart@2024","False"
"kwesi.m@gmail.gh","coolbreeze","True"
"kmensah","Coolbreeze#Air!","False"
"sanjay.g@mail.in","designwiz","True"
"sgupta","Designwiz@CAD!","False"
"natalia.v@ukr.net","mapsgal","False"
"nvolkova","Mapsgal!Coords!","False"
"jeanluc.m@orange.fr","greenearth","True"
"jlmoreau","Greenearth_Env!","False"
"ayanda.n@webmail.co.za","perfection1","True"
"andlovu","Perfection1#QC!","False"
"carlos.s@gmail.com","lucas","True"
"csantana","Lucas!Foreman","False"
"alex.k@gmail.com","gamerx","True"
"akim","GamerX!ITHelpDsk","False"
"lily.c@outlook.com","lily888","True"
"lchen","Lily888#Acct","False"
"juan.pm@outlook.com","shakirafan","True"
"jpmorales","ShakiraFan#HVAC","False"
"tanaka.kenji@mail.jp","samurai77","True"
"ktanak","Samurai77#RiskCorp!","False"
"sarah.j@email.ca","hockeyfan","True"
"sjenkins","HockeyFan!OpsMngr$","False"
"anil.kumar@mail.in","bollywoodfan","True"
"akumar","BollywoodFan!Audit#","False"
"javier.r@mail.mx","familiafirst","True"
"jrodriguez","FamiliaFirst#Home23!","False"
"hans.muller@mail.de","autobahnlover","False"
"hmuller","AutobahnLover!Forex$","False"
"olivia.j@email.us","techgeek","True"
"ojones","TechGeek!ITBank#24","False"
"mohammed.af@mail.ae","desertfox","True"
"malfarsi","DesertFox!HRBank$","False"
"lena.petrov@mail.ru","balletdancer","True"
"lpetrov","BalletDancer#Market!","False"
"guillaume.l@mail.be","chocolatefan","True"
"glefevre","ChocolateFan!Legal$","False"
"sophie.nguyen@email.vn","phoenixrising","True"
"snguyen","PhoenixRising!SecOps#","False"
"aisha.k@webmail.com","mycatluna","True"
"AKhan57","MyCatLuna!2023","False"
"marcusjoh@outlook.com","redsoxwin","True"
"MJohn33","RedSoxWin!2024#","False"
"sofia.rossi@email.com","artlover","True"
"SRossi21","ArtLover_Design!","False"
"kenjit@mail.jp","sushiroll","True"
"KTanaka10","SushiRoll#Inv_24","False"
"chloe.d@gmx.fr","parisjetaime","True"
"CDubois44","ParisJeTaime2023$","False"
"rajeshs@email.in","cricketfan","True"
"RSherma07","CricketFan_Web#2","False"
"mariar@yahoo.es","familiafirst","True"
"MRodriguez19","FamiliaFirst!Pass","False"
"fatima.z@mail.ma","moroccanmint","True"
"FZahra01","MoroccanMint!Boutique","False"
"david.m@protonmail.com","securelife","True"
"DMiller77","SecureLife!LPO_2023","False"
"lena.s@gmx.de","berlinrules","True"
"LSchmidt11","BerlinRules!ASM#23","False"
"carloss@email.br","soccerking","True"
"CSilva09","SoccerKing!Tech_24","False"
"emily.c@gmail.com","coffeelover","True"
"EChen22","CoffeeLover!Fulfill","False"
"isabella.w@mail.uk","londonstyle","True"
"IWhite05","LondonStyle!Buyer_!","False"
"akiras@email.jp","gametime","True"
"ASato33","GameTime!IT_Help#","False"
"gracek@kmail.co","seoulcity","True"
"GKim45","SeoulCity!RM_2024$","False"
"juanp@mail.mx","tacosfiesta","True"
"JPerez13","TacosFiesta!Grocery","False"
"sophie.m@email.ca","mapleleafs","True"
"SMartin29","MapleLeafs!Pharm#","False"
"benc@webmail.au","aussiesummer","True"
"BCarter17","AussieSummer!Tools$","False"
"nadiap@mail.ru","balletlove","True"
"NPetrova08","BalletLove!Jewel_!","False"
"ahmedk@email.pk","mountainhike","False"
"AKhan99","MountainHike!Sup_24","False"
"chloew@mail.hk","citylights","True"
"CWong55","CityLights!Mktg#23","False"
"michaelb@mail.us","fishingtrip","True"
"MBrown71","FishingTrip!SC_Coord","False"
"anna.k@mail.pl","pierogitime","False"
"AKowal60","PierogiTime!Returns$","False"
"ricardo.tech@example.com","sambaforever","True"
"rsantos","SambaForever!1985","False"
"elena.art@example.com","mybrushstrokes","False"
"epetrov","MyBrushStrokes_7!","False"
"chris.coach@example.com","aussiechamp","True"
"cmiller","AussieChamp#2024","False"
"lukas.pe@example.com","hockeyfanatic","True"
"lnovak","HockeyFanatic!CZ","False"
"anya.dean@example.com","sunflowerfield","True"
"aivanova","SunflowerField!22","False"
"bjorn.andersen.hvac@gmail.com","vikingship","True"
"bandersen","VikingShip!2024_","False"
"chloe.evans.surv@outlook.com","beachbum","True"
"cevans","BeachBum$Oz2024","False"
"juan.perez.plumb@gmail.com","tapasfiesta","False"
"jperez","TapasFiesta!ES24","False"
"takeshi.sato.crane@gmail.com","samuraiheart","True"
"tsato","SamuraiHeart$JP23","False"
"sofia.petrov.cad@outlook.com","mountainsoul","True"
"spetrov","Mount@inS0ul!BG","False"
"rohan.gadget@outlook.com","gadgetguy","True"
"rkapoor","G@dg3tGuy_B!0M3d_2024!","False"
"jessica.kidcare@gmail.com","kidcare","True"
"jlee","K!dC@r3_P3d!atr!c_#23","False"
"anya.sharma@outlook.com","quantumleap","True"
"AS001","QuantumLeap!2023Chem","False"
"david.miller@gmail.com","historybuff","True"
"DM002","H1storyBuff!HS@24","False"
"sofia.garcia@yahoo.com","mindfulness","True"
"SG003","MindfulnesS_Care!247","False"
"maria.rossi@outlook.com","bookworm","True"
"MR005","BookWorm!Read@2023","False"
"jamal.ali@gmail.com","soccerfan","True"
"JA006","S0cc3rF@n.FC#2024","False"
"chloe.dubois@yahoo.com","travelbug","True"
"CD007","Tr@velBug.Admissions!23","False"
"isabella.chen@outlook.com","labrat","True"
"IC009","L@bR@t.B!oRes!2023","False"
"ricardo.sanchez@gmail.com","moneywise","True"
"RS010","M0neyW!se.FAid!2023","False"
"priya.singh@yahoo.com","creativemind","True"
"PS011","CreativeM!nd.Curric#2023","False"
"sven.karlsson@gmail.com","starman","True"
"SK012","St@rM@n.PhyLec!2024","False"
"fatima.zahra@outlook.com","organizeit","True"
"FZ013","OrganizeIt.Admin!Sch00l","False"
"noah.kim@gmail.com","helpinghand","True"
"NK014","Help!ngH@nd.Adv!se#2023","False"
"olivia.white@yahoo.com","paintbrush","True"
"OW015","P@intBrush.ArtTch!2023","False"
"miguel.rodriguez@gmail.com","cleanfreak","True"
"MR016","CleanFreak!HS.Cust#2024","False"
"sarah.johnson@outlook.com","inclusion","True"
"SJ017","Inclus!on.SpEd!2023","False"
"hiroshi.sato@gmail.com","recordkeeper","True"
"HS018","R3cordK3ep3r.Reg!str@r","False"
"elena.petrova@yahoo.com","globetrotter","True"
"EP019","Gl0betr0tter.ESL!2023","False"
"ethan.brown@gmail.com","sportylife","False"
"EB020","SportyL!fe.C0ach!2024","False"
"aisha.khan@outlook.com","futurefocus","True"
"AK021","FutureFocus!Adm.Couns#","False"
"daniel.lee@gmail.com","experimenter","True"
"DL022","Exper!menter.L@b#2023","False"
"clara.silva@yahoo.com","leaderqueen","False"
"CS023","LeaderQueen!Princ!pal","False"
"ben.carter@gmail.com","mindreader","True"
"BC024","M!ndR3ader.Psych!2023","False"
"eva.muller@outlook.com","oldbooks","True"
"EM025","OldB00ks!Archivist#2024","False"
"hiroshi.tanaka@mail.jp","Samurai77","True"
"htanaka_se","Samurai77#StructEngr","False"
"maria.r@web.mx","MyKidsFirst","False"
"mrodriguez_ss","MyKidsFirst$SiteSup!","False"
"david.chen@email.cn","DragonFly99","True"
"dchen_bim","DragonFly99%BIMCoord","False"
"fatima.alf@mail.ae","DesertRose","True"
"falfarsi_qs","DesertRose^QSProject","False"
"liam.o@email.ie","GreenFields","True"
"loconnell_heo","GreenFields&EquipOp!","False"
"sophie.d@mail.fr","Parisienne","True"
"sdubois_arch","Parisienne*ArchBldgs","False"
"mateo.r@web.it","RomaLover","False"
"mrossi_ce","RomaLover(CivilEngr)","False"
"isabella.s@email.br","SambaQueen","True"
"isantos_hr","SambaQueen)HRBuilds","False"
"klaus.m@mail.de","BeerGarden","True"
"kmuller_so","BeerGarden+SafetyMgr","False"
"chloe.k@email.kr","KPopFan101","False"
"ckim_cad","KPopFan101-CADesign!","False"
"ben.carter@email.au","SurfLife","False"
"bcarter_elec","SurfLife_Electrician","False"
"elena.p@mail.ru","WinterSnow","True"
"epetrova_geo","WinterSnow=GeoEngr24","False"
"omar.h@web.eg","PyramidPower","False"
"ohassan_weld","PyramidPower[WeldShop]","False"
"pooja.s@email.in","BollywoodDreams","False"
"psingh_env","BollywoodDreams]EnvEng","False"
"arthur.l@mail.ca","HockeyFan","True"
"alee_est","HockeyFan{Estimates}","False"
"yumi.s@email.jp","SakuraBloom","True"
"ysato_fm","SakuraBloom}Facility","False"
"daniel.c@web.pt","WoodWork","True"
"dcosta_carp","WoodWork|Construcao","False"
"chloe.s@email.co.uk","TechGeek23","False"
"csmith_it","TechGeek23?ITConstruc","False"
"miguel.s@web.es","FootballFan","True"
"msanchez_plumb","FootballFan@Plumbing","False"
"lena.s@mail.at","AlpsHiker","False"
"lschmidt_mkt","AlpsHiker!MktBuilds","False"
"chen.w@email.cn","HighSkies","True"
"cwei_crane","HighSkies#CraneOps24","False"
"grace.a@web.ng","MyCityLagos","False"
"gadebayo_labor","MyCityLagos$LaborCrew","False"
"anna.karlsson@example.com","naturelove","True"
"akarlsson","NatureLove_ESG!Sweden23","False"
"gustavo.perez@example.com","familyfirst","True"
"gperez","FamilyFirst_Mortgage!23","False"
"kwasi.b@example.com","accracity","True"
"kboateng","AccraCity!Sup24","False"
"niamh.k@example.com","shamrockfan","False"
"nkelly","ShamrockFan!FacMan2024","False"
"anton.k@example.com","balkansun","False"
"akirov","BalkanSun#Foreman!","False"
"nora.a@dataeng.com","nordicski","True"
"nandersen","N0rd!cSki_D@t@3ng","False"
"sofia.c@ui.com","beachsunset","True"
"scosta","B3@chSuns3t_U!D3v","False"
"maria.garcia@email.com","travelbug1985","False"
"MGarc012","Tr@v3lBug#1985Admin","False"
"liam.oconnell@email.com","gaelicpride","True"
"LOCon333","G@elicPr1de!PT","False"
"sanjay.gupta@email.com","techgeek77","True"
"SGupt555","T3chG33k!77HospIT","False"
"michael.johnson@email.com","golfswing2020","False"
"MJoh777","G0lfSw1ng!2020ER","False"
"aisha.khan@email.com","stargazing","True"
"AKhan001","St@rg@z1ng!LabT3ch","False"
"benjamin.lee@email.com","mountainhiker","True"
"BLee002","M0unt@inH1k3r!OT","False"
"clara.novotna@email.com","classicalmusic","True"
"CNovo003","Cl@ssic@lMus1c!Anes","False"
"omar.hassan@email.com","familyfirst!","True"
"OHass004","F@m1lyF1rst!!MA","False"
"sophie.muller@email.com","readaholic","True"
"SMull005","R3@d@h0lic!Psyche","False"
"isabella.costa@email.com","beachlife!","True"
"ICost007","B3@chL1f3!!NursPrac","False"
"jan.kowalski@email.com","polishpride","True"
"JKowa008","P0l1shPr1de!P@raMed","False"
"lena.schmidt@email.com","bookworm22","True"
"LSchm009","B00kW0rm!22Records","False"
"carlos.rivera@email.com","soccerfanatico","False"
"CRive010","S0cc3rF@n@t1c0!EMT","False"
"olivia.white@email.com","coffeelover","True"
"OWhit011","C0ff33L0v3r!PCTech","False"
"mateo.rodriguez@email.com","wineenthusiast","True"
"MRodr012","W1n3Enthus1@st!MedDir","False"
"nora.alfarsi@email.com","desertadventure","False"
"NAlFa013","D3s3rt@dv3ntur3!HIM","False"
"diego.rivera.dev@gmail.com","SoccerKing10","True"
"drivera","MySoccerKing10!!","False"
"zara.qatester@gmail.com","DesertRose77","False"
"zalfarsi","MyDesertRose77#","False"
"ethan.pm@fastmail.com","HikingTrails5","False"
"emiller","HikingTrails5.Explore!","False"
"olivia.c@techmail.cn","TeaTime6pm","False"
"ochen","TeaTime6pm.Relax!","False"
"carlos.dev@proton.me","BeachLife9","False"
"cmendes","BeachLife9.Sunny!","False"
"julian.blockchain@web.de","CryptoKing21","True"
"jrossi","CryptoKing21#Secure","False"
"daiki.ai@protonmail.com","MangaReader5","False"
"dsato","MangaReader5.World!","False"
"jldubois.finance@outlook.com","parisjetaime","True"
"JLDu987","Parisjetaime@2024!","False"
"mariar.loans@yahoo.com","mykidsarebest","True"
"MRo654","MyKidsAreBest#Loan","False"
"kenji.tanaka.adv@mail.com","soccerfan88","True"
"KTan111","SoccerFan88!Fin","False"
"dchen.cyber@gmail.com","securecode","True"
"DChenSec","SecureCode!Bank$24","False"
"fatima.am@outlook.com","desertrose1","True"
"FAlM456","DesertRose1@Wealth","False"
"liamoconnell.ie@yahoo.com","guinnesspint","True"
"LOco789","GuinnessPint#Corp","False"
"isabella.rossi@gmail.com","italianlife","True"
"IRos222","ItalianLife!Comp","False"
"samuel.k@protonmail.com","bigdatafan","False"
"SKimData","BigDataFan@Sci!23","False"
"chloe.m@mail.com","creativemind","True"
"CMil333","CreativeMind#Mktg","False"
"omar.hassan.trsy@gmail.com","goldreserve","True"
"OHasTrsy","GoldReserve!Ops$24","False"
"sofia.p@outlook.com","riskaware","False"
"SPetRisk","RiskAware@Analyst!","False"
"noah.schmidt.dev@gmail.com","codemonkey","True"
"NSchDev","CodeMonkey!FinTech","False"
"priya.s.csr@yahoo.com","happycustomer","True"
"PSinCSR","HappyCustomer#Bank","False"
"mateo.g.mort@mail.com","homedreams","True"
"MGarMort","HomeDreams!Broker","False"
"sophie.dubois.hr@outlook.com","peoplefirst","True"
"SDuHR","PeopleFirst@HR2024","False"
"hiroshi.sato.quant@gmail.com","numbercrunch","True"
"HSatQuant","NumberCrunch!Data#","False"
"elena.popa.ops@yahoo.com","teamspirit","True"
"EPopOps","TeamSpirit!Branch","False"
"michael.b.audit@gmail.com","checkthebooks","False"
"MBroAudit","CheckTheBooks@Fin$23","False"
"aisha.khan.pb@outlook.com","trustworthy","True"
"AKhaPB","TrustWorthy!Private","False"
"lucas.s.credit@mail.com","goodcredit","True"
"LSilCred","GoodCredit!Analyst","False"
"emily.w.digital@gmail.com","digitalfuture","True"
"EWhiteDig","DigitalFuture!Bank$24","False"
"ben.c.itsup@yahoo.com","techguy","True"
"BCarIT","TechGuy!Support#24","False"
"olivia.g.plan@outlook.com","futureproof","True"
"OGrePlan","FutureProof!Fin$23","False"
"raj.p.dx@gmail.com","transform2024","False"
"RPatDX","Transform2024!Bank#","False"
